County, FIPS,Value (Dollars),Rank within US (of 3141 counties)
"Beckham County, Oklahoma",40009,64199,826
"Logan County, Illinois",17107,64246,825
"Kent County, Delaware",10001,64252,824
"Henry County, Ohio",39069,64253,823
"Daniels County, Montana",30019,64286,822
"Mower County, Minnesota",27099,64330,821
"Benton County, Minnesota",27009,64343,820
"Lancaster County, Virginia",51103,64345,819
"Johnson County, Wyoming",56019,64351,818
"Clinton County, New York",36019,64371,817
"Chippewa County, Wisconsin",55017,64388,816
"Windham County, Vermont",50025,64394,815
"Hancock County, Iowa",19081,64403,814
"Lincoln County, Minnesota",27081,64429,813
"Box Butte County, Nebraska",31013,64447,812
"Sarasota County, Florida",12115,64449,811
"Ector County, Texas",48135,64450,810
"Queens County, New York",36081,64475,809
"Gosper County, Nebraska",31073,64479,808
"Lafayette County, Missouri",29107,64480,807
"Genesee County, New York",36037,64483,806
"Turner County, South Dakota",46125,64484,805
"Emmet County, Michigan",26047,64487,803
"Lassen County, California",6035,64487,803
"Trego County, Kansas",20195,64500,802
"Trempealeau County, Wisconsin",55121,64510,801
"Pennington County, South Dakota",46103,64523,800
"Franklin County, Pennsylvania",42055,64527,799
"Lorain County, Ohio",39093,64543,798
"Teton County, Idaho",16081,64545,797
"Logan County, Kansas",20109,64561,796
"Clay County, Iowa",19041,64563,795
"Surry County, Virginia",51181,64575,794
"Faulkner County, Arkansas",5045,64583,793
"Ottawa County, Ohio",39123,64597,792
"Nelson County, North Dakota",38063,64598,791
"DeWitt County, Texas",48123,64602,790
"Jefferson County, Missouri",29099,64639,789
"Mercer County, Illinois",17131,64649,788
"Jackson County, Minnesota",27063,64663,787
"Sauk County, Wisconsin",55111,64671,786
"Schoharie County, New York",36095,64673,785
"Fremont County, Wyoming",56013,64694,784
"Barry County, Michigan",26015,64724,783
"Santa Fe County, New Mexico",35049,64734,782
"Lac qui Parle County, Minnesota",27073,64738,781
"Maricopa County, Arizona",4013,64751,780
"Houston County, Minnesota",27055,64754,779
"Clinton County, Missouri",29049,64760,778
"Benton County, Arkansas",5007,64767,777
"Shelby County, Iowa",19165,64782,776
"Douglas County, Illinois",17041,64795,775
"Knox County, Tennessee",47093,64798,774
"Lamoille County, Vermont",50015,64810,773
"Jackson County, Kansas",20085,64820,772
"Door County, Wisconsin",55029,64832,771
"Eddy County, North Dakota",38027,64833,770
"Otoe County, Nebraska",31131,64838,769
"Osage County, Missouri",29151,64847,768
"Shawnee County, Kansas",20177,64869,767
"Riley County, Kansas",20161,64906,766
"St. Louis County, Minnesota",27137,64913,765
"Sumner County, Kansas",20191,64934,764
"Dorchester County, South Carolina",45035,64936,763
"Kingman County, Kansas",20095,64967,762
"Kossuth County, Iowa",19109,64974,761
"Marshall County, Illinois",17123,64984,760
"Pennington County, Minnesota",27113,64985,759
"Fulton County, Ohio",39051,64991,758
"Eddy County, New Mexico",35015,64996,757
"Cortland County, New York",36023,65019,756
"Weber County, Utah",49057,65065,755
"Alachua County, Florida",12001,65088,754
"Wabaunsee County, Kansas",20197,65091,753
"Fremont County, Iowa",19071,65109,752
"Chemung County, New York",36015,65135,751
"Harrison County, Iowa",19085,65147,750
"Mitchell County, Kansas",20123,65188,749
"Wise County, Texas",48497,65196,748
"Dawson County, Montana",30021,65208,747
"Lee County, Illinois",17103,65213,746
"Summit County, Ohio",39153,65215,745
"Sacramento County, California",6067,65239,744
"Hood River County, Oregon",41027,65250,743
"Orange County, Vermont",50017,65270,742
"Skagit County, Washington",53057,65272,741
"Sterling County, Texas",48431,65273,740
"Niagara County, New York",36063,65275,739
"Cherokee County, Iowa",19035,65276,738
"Pottawattamie County, Iowa",19155,65286,737
"Kent County, Michigan",26081,65290,736
"Pecos County, Texas",48371,65335,735
"Otter Tail County, Minnesota",27111,65365,734
"Harvey County, Kansas",20079,65378,732
"Kandiyohi County, Minnesota",27067,65378,732
"Autauga County, Alabama",1001,65397,731
"Beaver County, Pennsylvania",42007,65401,730
"Lane County, Kansas",20101,65417,728
"Mineral County, Colorado",8079,65417,728
"Saline County, Arkansas",5125,65438,727
"Clinton County, Iowa",19045,65441,726
"Kittitas County, Washington",53037,65462,725
"Missoula County, Montana",30063,65463,724
"Elmore County, Alabama",1051,65560,723
"Calhoun County, Illinois",17013,65573,722
"Johnson County, Texas",48251,65585,721
"Brookings County, South Dakota",46011,65591,720
"Crawford County, Illinois",17033,65613,719
"Kingsbury County, South Dakota",46077,65614,718
"Perry County, Pennsylvania",42099,65621,717
"Gunnison County, Colorado",8051,65625,716
"Pierce County, Nebraska",31139,65643,715
"Kingfisher County, Oklahoma",40073,65650,714
"Jo Daviess County, Illinois",17085,65659,713
"Lebanon County, Pennsylvania",42075,65676,712
"Hand County, South Dakota",46059,65694,711
"Washoe County, Nevada",32031,65698,710
"Hancock County, Ohio",39063,65725,709
"Cole County, Missouri",29051,65776,708
"York County, Nebraska",31185,65785,707
"Peoria County, Illinois",17143,65788,706
"Howard County, Nebraska",31093,65795,705
"Red Lake County, Minnesota",27125,65893,704
"Anderson County, Kentucky",21005,65895,703
"Essex County, New York",36031,65902,702
"Palm Beach County, Florida",12099,65914,701
"Spencer County, Indiana",18147,65924,700
"Perkins County, Nebraska",31135,65972,699
"Dawson County, Georgia",13085,66024,698
"Clark County, South Dakota",46025,66027,697
"Yoakum County, Texas",48501,66034,696
"Okaloosa County, Florida",12091,66043,695
"Lawrence County, South Dakota",46081,66067,694
"Fayette County, Tennessee",47047,66097,693
"Marathon County, Wisconsin",55073,66112,692
"Washakie County, Wyoming",56043,66113,691
"Effingham County, Illinois",17049,66123,690
"LaMoure County, North Dakota",38045,66140,689
"Gray County, Kansas",20069,66154,687
"Phelps County, Nebraska",31137,66154,687
"Franklin County, Ohio",39049,66155,686
"Santa Rosa County, Florida",12113,66156,685
"Amelia County, Virginia",51007,66157,684
"Jones County, Iowa",19105,66158,683
"Marshall County, Minnesota",27089,66184,682
"Carlton County, Minnesota",27017,66187,681
"Cabarrus County, North Carolina",37025,66188,680
"Ottawa County, Kansas",20143,66215,679
"Henry County, Georgia",13151,66229,678
"Henry County, Illinois",17073,66255,677
"Gwinnett County, Georgia",13135,66259,676
"Collier County, Florida",12021,66264,675
"York County, South Carolina",45091,66273,674
"Wilkin County, Minnesota",27167,66304,673
"Kenton County, Kentucky",21117,66313,672
"Oldham County, Texas",48359,66364,671
"Skamania County, Washington",53059,66374,670
"Codington County, South Dakota",46029,66402,669
"Hemphill County, Texas",48211,66406,668
"Bartholomew County, Indiana",18005,66425,667
"Bastrop County, Texas",48021,66426,666
"Livingston County, Illinois",17105,66464,665
"Dubois County, Indiana",18037,66479,664
"Fillmore County, Minnesota",27045,66508,663
"Garden County, Nebraska",31069,66509,662
"Grand Traverse County, Michigan",26055,66519,661
"Atlantic County, New Jersey",34001,66523,660
"Fallon County, Montana",30025,66528,659
"Hamilton County, Ohio",39061,66531,658
"Dickey County, North Dakota",38021,66563,657
"Sheboygan County, Wisconsin",55117,66599,656
"Berkshire County, Massachusetts",25003,66604,655
"Adams County, Colorado",8001,66619,654
"Lexington County, South Carolina",45063,66634,653
"Hood County, Texas",48221,66646,652
"Medina County, Texas",48325,66652,650
"Poweshiek County, Iowa",19157,66652,650
"Lyon County, Iowa",19119,66685,649
"Beaufort County, South Carolina",45013,66688,648
"Jasper County, Illinois",17079,66706,647
"Portage County, Wisconsin",55097,66709,646
"Washington County, Illinois",17189,66715,645
"O'Brien County, Iowa",19141,66729,644
"Brown County, Minnesota",27015,66734,643
"New Hanover County, North Carolina",37129,66764,642
"Dodge County, Wisconsin",55027,66765,641
"Monroe County, Pennsylvania",42089,66783,640
"San Juan County, Washington",53055,66786,639
"Lee County, Georgia",13177,66834,638
"Boone County, Illinois",17007,66852,637
"DeSoto County, Mississippi",28033,66854,636
"Sibley County, Minnesota",27143,66870,635
"Hardin County, Iowa",19083,66875,634
"Clay County, Florida",12019,66919,633
"Winneshiek County, Iowa",19191,66933,632
"Westmoreland County, Pennsylvania",42129,66945,631
"Pope County, Minnesota",27121,66962,630
"Adams County, Nebraska",31001,66994,629
"West Baton Rouge Parish, Louisiana",22121,67004,628
"Bossier Parish, Louisiana",22015,67021,627
"Hinsdale County, Colorado",8053,67031,626
"Caribou County, Idaho",16029,67054,625
"Ramsey County, North Dakota",38071,67083,624
"Eaton County, Michigan",26045,67088,623
"Murray County, Minnesota",27101,67090,622
"Moffat County, Colorado",8081,67107,621
"Madison County, New York",36053,67122,619
"Park County, Wyoming",56029,67122,619
"Midland County, Michigan",26111,67138,618
"Schleicher County, Texas",48413,67148,617
"Sagadahoc County, Maine",23023,67173,616
"Alpine County, California",6003,67188,615
"Washington County, Maryland",24043,67201,614
"Auglaize County, Ohio",39011,67207,613
"Sandoval County, New Mexico",35043,67224,612
"Cedar County, Nebraska",31027,67250,611
"Kittson County, Minnesota",27069,67269,610
"Cook County, Illinois",17031,67324,609
"Pickaway County, Ohio",39129,67326,608
"Gillespie County, Texas",48171,67335,607
"Ellis County, Oklahoma",40045,67337,606
"Putnam County, West Virginia",54079,67353,605
"Albany County, Wyoming",56001,67355,604
"King William County, Virginia",51101,67395,603
"Shelby County, Ohio",39149,67398,602
"Sumner County, Tennessee",47165,67414,601
"Inyo County, California",6027,67420,599
"Platte County, Nebraska",31141,67420,599
"Carroll County, Iowa",19027,67436,598
"Logan County, North Dakota",38047,67452,597
"Madison County, Ohio",39097,67467,595
"Yellowstone County, Montana",30111,67467,595
"Fond du Lac County, Wisconsin",55039,67472,594
"Winnebago County, Wisconsin",55139,67477,593
"Utah County, Utah",49049,67496,592
"Rutherford County, Tennessee",47149,67516,591
"Stanley County, South Dakota",46117,67518,590
"Meeker County, Minnesota",27093,67520,589
"Brown County, Indiana",18013,67527,588
"Livingston County, New York",36051,67532,587
"Montour County, Pennsylvania",42093,67549,586
"Logan County, Oklahoma",40083,67562,585
"McHenry County, North Dakota",38049,67574,584
"Duchesne County, Utah",49013,67598,583
"Erie County, New York",36029,67607,582
"Paulding County, Georgia",13223,67622,581
"Caroline County, Virginia",51033,67646,580
"Louisa County, Virginia",51109,67647,579
"Nemaha County, Kansas",20131,67649,577
"Scurry County, Texas",48415,67649,577
"Mercer County, Ohio",39107,67659,576
"Craig County, Virginia",51045,67679,575
"Portage County, Ohio",39133,67681,574
"Berks County, Pennsylvania",42011,67696,573
"Jackson County, Texas",48239,67729,572
"De Witt County, Illinois",17039,67748,571
"Dauphin County, Pennsylvania",42043,67756,569
"Rosebud County, Montana",30087,67756,569
"Adams County, North Dakota",38001,67772,568
"Rogers County, Oklahoma",40131,67773,567
"Macomb County, Michigan",26099,67785,566
"Kenosha County, Wisconsin",55059,67795,565
"Monroe County, Michigan",26115,67811,564
"Hamilton County, Nebraska",31081,67813,562
"Thomas County, Nebraska",31171,67813,562
"Rankin County, Mississippi",28121,67837,561
"Madison County, Illinois",17119,67860,560
"Livingston Parish, Louisiana",22063,67870,559
"Garfield County, Colorado",8045,67871,558
"Durham County, North Carolina",37063,67880,557
"Sullivan County, New Hampshire",33019,67911,556
"Douglas County, Nevada",32005,67919,555
"Douglas County, Minnesota",27041,67922,554
"Brown County, Illinois",17009,67944,553
"Pembina County, North Dakota",38067,67962,552
"McLeod County, Minnesota",27085,67991,551
"Crook County, Wyoming",56011,68012,550
"Dubuque County, Iowa",19061,68157,549
"Coffey County, Kansas",20031,68160,548
"White Pine County, Nevada",32033,68182,547
"Storey County, Nevada",32029,68203,546
"Cedar County, Iowa",19031,68212,545
"Leelanau County, Michigan",26089,68290,544
"Fayette County, Kentucky",21067,68302,543
"Ransom County, North Dakota",38073,68368,542
"Whatcom County, Washington",53073,68376,541
"Warren County, New York",36113,68409,540
"Wabasha County, Minnesota",27157,68412,539
"Brown County, Wisconsin",55009,68425,538
"Thomas County, Kansas",20193,68432,537
"Eau Claire County, Wisconsin",55035,68478,536
"Ogle County, Illinois",17141,68485,535
"Worcester County, Maryland",24047,68558,534
"Chatham County, North Carolina",37037,68564,533
"Kaufman County, Texas",48257,68572,532
"Lehigh County, Pennsylvania",42077,68605,531
"Essex County, New Jersey",34013,68611,530
"Calaveras County, California",6009,68632,529
"Tioga County, New York",36107,68659,528
"Woodward County, Oklahoma",40153,68673,527
"Blanco County, Texas",48031,68683,526
"Austin County, Texas",48015,68684,525
"Brown County, South Dakota",46013,68685,523
"Jasper County, Iowa",19099,68685,523
"Multnomah County, Oregon",41051,68707,522
"Seminole County, Florida",12117,68725,521
"Racine County, Wisconsin",55101,68728,520
"Haines Borough, Alaska",2100,68750,519
"Jefferson County, Kansas",20087,68832,518
"Stillwater County, Montana",30095,68833,517
"Martin County, Florida",12085,68847,516
"Bedford City and County, Virginia",51917,68850,515
"McCook County, South Dakota",46087,68871,514
"Green County, Wisconsin",55045,68878,513
"Steele County, North Dakota",38091,68917,512
"Lancaster County, Pennsylvania",42071,68937,511
"Monongalia County, West Virginia",54061,68981,510
"Montgomery County, Virginia",51121,69086,509
"Sheridan County, Montana",30091,69122,508
"Crane County, Texas",48103,69153,507
"Bryan County, Georgia",13029,69177,506
"McClain County, Oklahoma",40087,69182,505
"Nevada County, California",6057,69203,504
"Hartley County, Texas",48205,69226,503
"Park County, Colorado",8093,69234,502
"Boone County, Iowa",19015,69260,501
"Tooele County, Utah",49045,69299,500
"Minnehaha County, South Dakota",46099,69310,499
"McPherson County, Kansas",20113,69352,498
"La Crosse County, Wisconsin",55063,69353,497
"Monroe County, New York",36055,69363,496
"Licking County, Ohio",39089,69470,495
"Reagan County, Texas",48383,69492,494
"Winona County, Minnesota",27169,69507,493
"Marion County, Iowa",19125,69510,492
"Deuel County, South Dakota",46039,69554,491
"Golden Valley County, North Dakota",38033,69643,490
"Lafayette Parish, Louisiana",22055,69671,489
"Charleston County, South Carolina",45019,69774,488
"Denver County, Colorado",8031,69783,487
"Ada County, Idaho",16001,69792,485
"Buchanan County, Iowa",19019,69792,485
"Amador County, California",6005,69812,484
"Iowa County, Wisconsin",55049,69813,483
"St. Charles Parish, Louisiana",22089,69833,482
"York County, Pennsylvania",42133,69846,481
"Pike County, Pennsylvania",42103,69860,480
"Walworth County, Wisconsin",55127,69889,479
"Tarrant County, Texas",48439,69896,478
"Floyd County, Indiana",18043,69923,477
"Wilson County, Tennessee",47189,69926,476
"Grundy County, Iowa",19075,69940,475
"Washington County, Iowa",19183,70000,474
"Lancaster County, Nebraska",31109,70015,473
"Jefferson County, Wisconsin",55055,70017,472
"Andrew County, Missouri",29003,70039,471
"Kewaunee County, Wisconsin",55061,70048,470
"Franklin County, Massachusetts",25011,70054,469
"Waseca County, Minnesota",27161,70071,468
"Charlottesville City, Virginia",51540,70079,467
"Grand Forks County, North Dakota",38035,70132,466
"Leon County, Florida",12073,70136,465
"Pottawatomie County, Kansas",20149,70169,464
"Cleveland County, Oklahoma",40027,70191,463
"DeKalb County, Illinois",17037,70256,462
"Griggs County, North Dakota",38039,70288,461
"Hanson County, South Dakota",46061,70333,460
"Adams County, Pennsylvania",42001,70344,459
"Ottawa County, Michigan",26139,70378,458
"Dearborn County, Indiana",18029,70401,457
"Stearns County, Minnesota",27145,70409,456
"Delaware County, Iowa",19055,70412,455
"Campbell County, Kentucky",21037,70416,454
"Monroe County, Florida",12087,70453,453
"Weld County, Colorado",8123,70457,452
"Champaign County, Illinois",17019,70498,451
"Camden County, North Carolina",37029,70532,450
"McLean County, North Dakota",38055,70580,449
"Passaic County, New Jersey",34031,70591,448
"Benton County, Washington",53005,70592,447
"Foster County, North Dakota",38031,70625,446
"Carbon County, Wyoming",56007,70641,445
"Effingham County, Georgia",13103,70658,444
"Windsor County, Vermont",50027,70666,443
"Lewis and Clark County, Montana",30049,70708,442
"Botetourt County, Virginia",51023,70741,441
"Kent County, Maryland",24029,70760,440
"Mecklenburg County, North Carolina",37119,70774,439
"Clark County, Washington",53011,70859,438
"Sioux County, Iowa",19167,70971,437
"Sheridan County, Wyoming",56033,71020,436
"Isanti County, Minnesota",27059,71114,435
"Wood County, Ohio",39173,71122,434
"Slope County, North Dakota",38087,71146,433
"Lyon County, Minnesota",27083,71173,432
"El Paso County, Colorado",8041,71174,431
"Franklin County, Vermont",50011,71289,430
"Douglas County, Nebraska",31055,71291,429
"Pierce County, Washington",53053,71304,428
"Dickinson County, Iowa",19059,71327,427
"Butler County, Ohio",39017,71328,426
"Shelby County, Kentucky",21211,71349,425
"Cheshire County, New Hampshire",33005,71354,424
"Buffalo County, Nebraska",31019,71377,423
"Cheyenne County, Nebraska",31033,71406,420
"Natrona County, Wyoming",56025,71406,420
"Stevens County, Minnesota",27149,71406,420
"Archer County, Texas",48009,71455,419
"Ontario County, New York",36069,71483,418
"Blue Earth County, Minnesota",27013,71533,417
"Onondaga County, New York",36067,71545,416
"York County, Maine",23031,71560,415
"Grafton County, New Hampshire",33009,71587,414
"Prince George County, Virginia",51149,71620,413
"Ellis County, Texas",48139,71647,412
"Iowa County, Iowa",19095,71674,411
"Island County, Washington",53029,71690,410
"Cass County, Missouri",29037,71696,409
"Polk County, Nebraska",31143,71745,408
"Putnam County, Ohio",39137,71752,407
"Barnes County, North Dakota",38003,71818,406
"Greene County, Virginia",51079,71851,405
"Madison County, Iowa",19121,71899,404
"Addison County, Vermont",50001,71925,403
"Towner County, North Dakota",38095,71985,402
"Tazewell County, Illinois",17179,72000,401
"Plymouth County, Iowa",19149,72047,400
"Salt Lake County, Utah",49035,72049,399
"Grand County, Colorado",8049,72057,398
"Columbia County, Wisconsin",55021,72059,397
"Belknap County, New Hampshire",33001,72089,396
"Polk County, Minnesota",27119,72114,395
"Coweta County, Georgia",13077,72129,394
"Washington County, Pennsylvania",42125,72149,393
"Orange County, Virginia",51137,72153,392
"Columbia County, New York",36021,72171,391
"Posey County, Indiana",18129,72180,390
"Scott County, Iowa",19163,72195,389
"Hodgeman County, Kansas",20083,72250,388
"Spencer County, Kentucky",21215,72351,387
"Windham County, Connecticut",9015,72358,386
"Lake County, South Dakota",46079,72370,385
"Nicollet County, Minnesota",27103,72372,384
"Guadalupe County, Texas",48187,72384,383
"Bottineau County, North Dakota",38009,72413,382
"Fairfield County, Ohio",39045,72434,381
"Lake County, Ohio",39085,72462,380
"Cameron Parish, Louisiana",22023,72500,379
"Hyde County, South Dakota",46069,72563,378
"Stutsman County, North Dakota",38093,72576,377
"Le Sueur County, Minnesota",27079,72581,376
"Wayne County, Nebraska",31179,72595,375
"Irion County, Texas",48235,72650,374
"Boone County, Missouri",29019,72667,373
"Gallatin County, Montana",30031,72672,372
"Currituck County, North Carolina",37053,72680,371
"Outagamie County, Wisconsin",55087,72685,370
"Warren County, Virginia",51187,72738,369
"Douglas County, Kansas",20045,72755,368
"Allegheny County, Pennsylvania",42003,72765,367
"Butler County, Kansas",20015,72774,366
"Canadian County, Oklahoma",40017,72790,365
"Sierra County, California",6091,72893,364
"Rice County, Minnesota",27131,72900,363
"Richland County, Montana",30083,72927,362
"Sargent County, North Dakota",38081,72930,361
"Faulk County, South Dakota",46049,72974,360
"Humboldt County, Nevada",32013,73002,359
"San Miguel County, Colorado",8113,73032,358
"Nemaha County, Nebraska",31127,73060,357
"Sangamon County, Illinois",17167,73074,356
"Clermont County, Ohio",39025,73093,355
"Saunders County, Nebraska",31155,73107,354
"Steele County, Minnesota",27147,73135,353
"Jefferson County, Montana",30043,73146,352
"Scott County, Kentucky",21209,73192,351
"Blaine County, Idaho",16013,73206,350
"Seward County, Nebraska",31159,73216,349
"Warrick County, Indiana",18173,73280,348
"Johnson County, Indiana",18081,73326,347
"Edmunds County, South Dakota",46045,73385,346
"Talbot County, Maryland",24041,73410,345
"Mono County, California",6051,73556,344
"Northampton County, Pennsylvania",42095,73571,343
"Richland County, North Dakota",38077,73574,342
"Uintah County, Utah",49047,73582,341
"Grand Isle County, Vermont",50013,73598,339
"Ramsey County, Minnesota",27123,73598,339
"Southeast Fairbanks Census Area, Alaska",2240,73611,338
"Fluvanna County, Virginia",51065,73667,337
"Clay County, Minnesota",27027,73706,336
"Goodhue County, Minnesota",27049,73722,335
"Daggett County, Utah",49009,73750,334
"Washington County, Vermont",50023,73765,333
"Bristol County, Massachusetts",25005,73775,332
"St. Tammany Parish, Louisiana",22103,73790,331
"Putnam County, Illinois",17155,73807,330
"Converse County, Wyoming",56009,73944,329
"Centre County, Pennsylvania",42027,74118,328
"Polk County, Iowa",19153,74335,327
"Kalawao County, Hawaii",15005,74375,326
"Woods County, Oklahoma",40151,74399,325
"Thurston County, Washington",53067,74420,324
"Cape May County, New Jersey",34009,74509,323
"La Plata County, Colorado",8067,74518,322
"Tompkins County, New York",36109,74524,321
"Lincoln County, Wyoming",56023,74528,320
"Ulster County, New York",36111,74546,319
"Roanoke County, Virginia",51161,74547,318
"Yolo County, California",6113,74561,317
"Union County, North Carolina",37179,74578,316
"Rappahannock County, Virginia",51157,74600,315
"King County, Texas",48269,74688,314
"Miami County, Kansas",20121,74751,313
"Rio Blanco County, Colorado",8103,74762,312
"Santa Barbara County, California",6083,74824,311
"Ward County, North Dakota",38101,74826,310
"Williamsburg City, Virginia",51830,74858,309
"Wallace County, Kansas",20199,74938,308
"Clinton County, Michigan",26037,75033,307
"Clay County, Missouri",29047,75104,306
"Gloucester County, Virginia",51073,75121,305
"San Diego County, California",6073,75179,304
"Ouray County, Colorado",8091,75250,303
"Cass County, North Dakota",38017,75531,302
"Madison County, Alabama",1089,75551,301
"Oliver County, North Dakota",38065,75579,300
"Kitsap County, Washington",53035,75652,299
"Lipscomb County, Texas",48295,75667,298
"San Benito County, California",6069,75690,297
"Gilpin County, Colorado",8047,75694,296
"Armstrong County, Texas",48011,75714,295
"Suffolk City, Virginia",51800,75719,294
"Laramie County, Wyoming",56021,75732,293
"Carson County, Texas",48065,75735,292
"Benton County, Iowa",19011,75776,291
"Randall County, Texas",48381,75972,290
"Wasatch County, Utah",49051,76021,289
"Roberts County, Texas",48393,76029,288
"Woodford County, Kentucky",21239,76054,287
"Calumet County, Wisconsin",55015,76115,286
"Maui County, Hawaii",15009,76195,285
"Divide County, North Dakota",38023,76250,284
"Strafford County, New Hampshire",33017,76368,283
"Schenectady County, New York",36093,76417,282
"Arapahoe County, Colorado",8005,76437,281
"Traill County, North Dakota",38097,76444,280
"Porter County, Indiana",18127,76486,279
"Piatt County, Illinois",17147,76509,278
"West Feliciana Parish, Louisiana",22125,76538,277
"Teller County, Colorado",8119,76540,276
"Salem County, New Jersey",34033,76572,275
"Leavenworth County, Kansas",20103,76579,274
"Warren County, Iowa",19181,76605,273
"Kauai County, Hawaii",15007,76707,272
"Rensselaer County, New York",36083,76726,271
"San Luis Obispo County, California",6079,76771,270
"Hays County, Texas",48209,76838,269
"Larimer County, Colorado",8069,76886,268
"Ocean County, New Jersey",34029,76934,267
"Benton County, Oregon",41003,76967,266
"Linn County, Iowa",19113,77036,265
"Solano County, California",6095,77061,264
"Woodford County, Illinois",17203,77186,263
"St. Louis County, Missouri",29189,77399,262
"Martin County, Texas",48317,77411,261
"Fulton County, Georgia",13121,77460,260
"Story County, Iowa",19169,77539,259
"Sonoma County, California",6097,77587,258
"Menard County, Illinois",17129,77588,257
"Virginia Beach City, Virginia",51810,77614,256
"Travis County, Texas",48453,77688,255
"Galveston County, Texas",48167,77702,254
"Henrico County, Virginia",51087,77722,253
"Cass County, Nebraska",31025,77731,252
"Cumberland County, Pennsylvania",42041,77749,251
"Sully County, South Dakota",46119,77826,250
"Mountrail County, North Dakota",38061,77833,249
"Butler County, Pennsylvania",42019,77864,248
"Pierce County, Wisconsin",55093,77871,247
"Hancock County, Indiana",18059,77887,246
"Wilson County, Texas",48493,77921,245
"Culpeper County, Virginia",51047,78018,244
"Cumberland County, Maine",23005,78038,243
"Camden County, New Jersey",34007,78164,242
"Manassas Park City, Virginia",51685,78177,241
"Borden County, Texas",48033,78214,240
"Manassas City, Virginia",51683,78304,239
"Comal County, Texas",48091,78308,238
"Loving County, Texas",48301,78333,237
"Madison County, Mississippi",28089,78349,236
"Davis County, Utah",49011,78367,235
"Lander County, Nevada",32015,78456,234
"Yakutat City and Borough, Alaska",2282,78500,233
"Bremer County, Iowa",19017,78551,232
"Mills County, Iowa",19129,78556,231
"Greene County, Ohio",39057,78588,230
"Dodge County, Minnesota",27039,78642,229
"Boone County, Kentucky",21015,78649,228
"Kenai Peninsula Borough, Alaska",2122,78668,227
"Frederick County, Virginia",51069,78706,226
"Cobb County, Georgia",13067,78831,225
"Morton County, North Dakota",38059,78837,224
"Washington County, Oregon",41067,78866,223
"Isle of Wight County, Virginia",51093,78876,222
"North Slope Borough, Alaska",2185,78906,221
"Chesapeake City, Virginia",51550,78923,220
"Clinton County, Illinois",17027,78929,219
"Columbia County, Georgia",13073,78999,218
"Elko County, Nevada",32007,79040,217
"Clackamas County, Oregon",41005,79079,216
"Medina County, Ohio",39103,79147,215
"Union County, Ohio",39159,79191,214
"Ascension Parish, Louisiana",22005,79246,213
"Mathews County, Virginia",51115,79702,212
"Jefferson County, West Virginia",54037,79830,211
"Weston County, Wyoming",56045,80000,210
"Cherokee County, Georgia",13057,80067,209
"Kodiak Island Borough, Alaska",2150,80104,208
"Cecil County, Maryland",24015,80146,207
"Grundy County, Illinois",17063,80183,206
"Chisago County, Minnesota",27025,80376,205
"Sweetwater County, Wyoming",56037,80723,204
"New Haven County, Connecticut",9009,80739,203
"Barnstable County, Massachusetts",25001,80751,202
"Napa County, California",6055,80921,201
"Boone County, Indiana",18011,81000,200
"Parker County, Texas",48367,81039,199
"Montgomery County, Texas",48339,81166,198
"New Castle County, Delaware",10003,81298,197
"Union County, South Dakota",46127,81520,196
"Sarpy County, Nebraska",31153,81643,195
"Kane County, Illinois",17089,81718,194
"Brazoria County, Texas",48039,81727,193
"Cavalier County, North Dakota",38019,81780,192
"Andrews County, Texas",48003,81889,191
"Santa Cruz County, California",6087,81912,190
"Merrimack County, New Hampshire",33013,81950,189
"Harris County, Georgia",13145,82172,188
"Renville County, North Dakota",38075,82206,187
"Routt County, Colorado",8107,82264,186
"Fairbanks North Star, Alaska",2090,82310,185
"Baltimore County, Maryland",24005,82329,184
"New London County, Connecticut",9011,82349,183
"Midland County, Texas",48329,82446,182
"Eagle County, Colorado",8037,82465,181
"Hendricks County, Indiana",18063,82554,180
"Worcester County, Massachusetts",25027,82733,179
"Snohomish County, Washington",53061,82807,178
"Delaware County, Pennsylvania",42045,82906,177
"Glasscock County, Texas",48173,82917,176
"Ketchikan Gateway Borough, Alaska",2130,82964,175
"Wright County, Minnesota",27171,82991,174
"Monroe County, Illinois",17133,82994,173
"McLean County, Illinois",17113,83034,172
"Albany County, New York",36001,83085,171
"St. Croix County, Wisconsin",55109,83192,170
"Washington County, Nebraska",31177,83216,169
"Washington County, Wisconsin",55131,83226,168
"Johnson County, Iowa",19103,83245,167
"Sherburne County, Minnesota",27141,83267,166
"Union County, New Jersey",34039,83430,165
"Oconee County, Georgia",13219,83510,164
"Hampshire County, Massachusetts",25015,83530,163
"Burke County, North Dakota",38013,83594,162
"Anoka County, Minnesota",27003,83676,161
"Matanuska-Susitna Borough, Alaska",2170,83776,160
"Dunn County, North Dakota",38025,83850,159
"St. Johns County, Florida",12109,83871,158
"Hartford County, Connecticut",9003,83946,157
"Kent County, Rhode Island",44003,84017,156
"Chambers County, Texas",48071,84206,155
"Platte County, Missouri",29165,84309,154
"Shelby County, Alabama",1117,84311,153
"Wake County, North Carolina",37183,84442,152
"Bowman County, North Dakota",38011,84500,151
"Dane County, Wisconsin",55025,84619,150
"Hughes County, South Dakota",46065,84683,149
"Williamson County, Texas",48491,84838,148
"Mercer County, North Dakota",38057,84898,147
"Burleigh County, North Dakota",38015,85066,146
"Chesterfield County, Virginia",51041,85142,145
"Orange County, New York",36071,85312,144
District of Columbia,11001,85321,143
