"Notes"	"County"	"County Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight
	"Grant County, NE"	"31075"	16069.54	204901
	"Greeley County, NE"	"31077"	15402.09	144636
	"Hall County, NE"	"31079"	15652.29	96424
	"Hamilton County, NE"	"31081"	15606.08	84371
	"Harlan County, NE"	"31083"	16229.85	144636
	"Hayes County, NE"	"31085"	16509.75	180795
	"Hitchcock County, NE"	"31087"	16646.16	180795
	"Holt County, NE"	"31089"	15210.13	530332
	"Hooker County, NE"	"31091"	15889.72	144636
	"Howard County, NE"	"31093"	15519.61	144636
	"Jefferson County, NE"	"31095"	15782.67	144636
	"Johnson County, NE"	"31097"	15510.71	96424
	"Kearney County, NE"	"31099"	15920.71	72318
	"Keith County, NE"	"31101"	16352.99	216954
	"Keya Paha County, NE"	"31103"	15230.31	180795
	"Kimball County, NE"	"31105"	16475.67	180795
	"Knox County, NE"	"31107"	15050.15	241060
	"Lancaster County, NE"	"31109"	15488.21	144636
	"Lincoln County, NE"	"31111"	16194.92	482120
	"Logan County, NE"	"31113"	15897.33	144636
	"Loup County, NE"	"31115"	15433.81	108477
	"McPherson County, NE"	"31117"	16084.37	180795
	"Madison County, NE"	"31119"	15189.50	144636
	"Merrick County, NE"	"31121"	15474.04	84371
	"Morrill County, NE"	"31123"	16306.91	361590
	"Nance County, NE"	"31125"	15369.65	96424
	"Nemaha County, NE"	"31127"	15410.92	72318
	"Nuckolls County, NE"	"31129"	15908.96	108477
	"Otoe County, NE"	"31131"	15439.24	132583
	"Pawnee County, NE"	"31133"	15558.06	96424
	"Perkins County, NE"	"31135"	16487.00	144636
	"Phelps County, NE"	"31137"	16079.28	96424
	"Pierce County, NE"	"31139"	15114.32	132583
	"Platte County, NE"	"31141"	15296.64	168742
	"Polk County, NE"	"31143"	15479.85	108477
	"Red Willow County, NE"	"31145"	16528.38	144636
	"Richardson County, NE"	"31147"	15439.47	108477
	"Rock County, NE"	"31149"	15293.81	180795
	"Saline County, NE"	"31151"	15634.45	144636
	"Sarpy County, NE"	"31153"	15253.16	72318
	"Saunders County, NE"	"31155"	15313.08	156689
	"Scotts Bluff County, NE"	"31157"	16285.99	120530
	"Seward County, NE"	"31159"	15497.66	96424
	"Sheridan County, NE"	"31161"	16047.68	518279
	"Sherman County, NE"	"31163"	15615.49	144636
	"Sioux County, NE"	"31165"	16178.27	397749
	"Stanton County, NE"	"31167"	15089.30	108477
	"Thayer County, NE"	"31169"	15852.97	144636
	"Thomas County, NE"	"31171"	15691.02	180795
	"Thurston County, NE"	"31173"	14952.66	72318
	"Valley County, NE"	"31175"	15476.75	144636
	"Washington County, NE"	"31177"	15122.26	72318
	"Wayne County, NE"	"31179"	14978.29	84371
	"Webster County, NE"	"31181"	16006.01	144636
	"Wheeler County, NE"	"31183"	15274.22	144636
	"York County, NE"	"31185"	15578.61	96424
	"Churchill County, NV"	"32001"	17956.78	1024505
	"Clark County, NV"	"32003"	19424.20	1687420
	"Douglas County, NV"	"32005"	18491.07	156689
	"Elko County, NV"	"32007"	16979.17	3724377
	"Esmeralda County, NV"	"32009"	19090.34	759339
	"Eureka County, NV"	"32011"	17438.91	964240
	"Humboldt County, NV"	"32013"	17205.88	2097222
	"Lander County, NV"	"32015"	17438.72	1132982
	"Lincoln County, NV"	"32017"	18863.22	2109275
	"Lyon County, NV"	"32019"	18427.20	433908
	"Mineral County, NV"	"32021"	18667.35	819604
	"Nye County, NV"	"32023"	18715.43	3712324
	"Pershing County, NV"	"32027"	17692.14	1289671
	"Storey County, NV"	"32029"	18528.72	48212
	"Washoe County, NV"	"32031"	17943.45	1410201
	"White Pine County, NV"	"32033"	17680.74	1952586
	"Carson City, NV"	"32510"	18498.76	24106
	"Belknap County, NH"	"33001"	14305.98	108477
	"Carroll County, NH"	"33003"	14198.30	204901
	"Cheshire County, NH"	"33005"	14165.88	144636
	"Coos County, NH"	"33007"	13335.27	421855
	"Grafton County, NH"	"33009"	13707.38	385696
	"Hillsborough County, NH"	"33011"	14293.14	180795
	"Merrimack County, NH"	"33013"	14212.56	204901
	"Rockingham County, NH"	"33015"	14685.55	168742
	"Strafford County, NH"	"33017"	14410.52	72318
	"Sullivan County, NH"	"33019"	14007.95	132583
	"Atlantic County, NJ"	"34001"	15781.40	108477
	"Bergen County, NJ"	"34003"	15146.02	60265
	"Burlington County, NJ"	"34005"	15331.25	168742
	"Camden County, NJ"	"34007"	15169.71	60265
	"Cape May County, NJ"	"34009"	16696.23	36159
	"Cumberland County, NJ"	"34011"	15634.76	120530
	"Essex County, NJ"	"34013"	14934.45	36159
	"Gloucester County, NJ"	"34015"	15203.76	72318
	"Hudson County, NJ"	"34017"	15356.93	12053
	"Hunterdon County, NJ"	"34019"	14859.13	108477
	"Mercer County, NJ"	"34021"	14984.25	48212
	"Middlesex County, NJ"	"34023"	15099.43	72318
	"Monmouth County, NJ"	"34025"	15632.67	96424
	"Morris County, NJ"	"34027"	14787.79	96424
	"Ocean County, NJ"	"34029"	15925.35	120530
	"Passaic County, NJ"	"34031"	14800.18	36159
	"Salem County, NJ"	"34033"	15301.97	60265
	"Somerset County, NJ"	"34035"	14922.63	72318
	"Sussex County, NJ"	"34037"	14705.62	120530
	"Union County, NJ"	"34039"	15146.37	12053
	"Warren County, NJ"	"34041"	14728.68	84371
	"Bernalillo County, NM"	"35001"	19105.29	253113
	"Catron County, NM"	"35003"	19028.99	1277618
	"Chaves County, NM"	"35005"	19556.97	1120929
	"Cibola County, NM"	"35006"	18923.08	891922
	"Colfax County, NM"	"35007"	18441.10	759339
	"Curry County, NM"	"35009"	19039.10	325431
	"DeBaca County, NM"	"35011"	19352.69	458014
	"Dona Ana County, NM"	"35013"	19991.22	699074
	"Eddy County, NM"	"35015"	19623.43	867816
	"Grant County, NM"	"35017"	19959.35	759339
	"Guadalupe County, NM"	"35019"	19264.85	590597
	"Harding County, NM"	"35021"	19038.52	445961
	"Hidalgo County, NM"	"35023"	20364.15	578544
	"Lea County, NM"	"35025"	19541.24	940134
	"Lincoln County, NM"	"35027"	19176.52	952187
	"Los Alamos County, NM"	"35028"	18566.14	12053
	"Luna County, NM"	"35029"	20337.07	638809
	"McKinley County, NM"	"35031"	18529.02	988346
	"Mora County, NM"	"35033"	18775.35	409802
	"Otero County, NM"	"35035"	19563.92	1241459
	"Quay County, NM"	"35037"	18997.12	590597
	"Rio Arriba County, NM"	"35039"	18221.10	1157088
	"Roosevelt County, NM"	"35041"	19222.03	445961
	"Sandoval County, NM"	"35043"	18719.37	711127
	"San Juan County, NM"	"35045"	18457.22	1072717
	"San Miguel County, NM"	"35047"	19106.91	940134
	"Santa Fe County, NM"	"35049"	18874.09	385696
	"Sierra County, NM"	"35051"	19770.07	843710
	"Socorro County, NM"	"35053"	19473.73	1361989
	"Taos County, NM"	"35055"	17949.14	445961
	"Torrance County, NM"	"35057"	19122.37	662915
	"Union County, NM"	"35059"	18726.72	783445
	"Valencia County, NM"	"35061"	19201.38	204901
	"Albany County, NY"	"36001"	14228.03	108477
	"Allegany County, NY"	"36003"	13715.51	192848
	"Bronx County, NY"	"36005"	16347.27	12053
	"Broome County, NY"	"36007"	13654.12	168742
	"Cattaraugus County, NY"	"36009"	13584.84	289272
	"Cayuga County, NY"	"36011"	13683.34	180795
	"Chautauqua County, NY"	"36013"	13663.71	241060
	"Chemung County, NY"	"36015"	13748.13	96424
	"Chenango County, NY"	"36017"	13637.18	204901
	"Clinton County, NY"	"36019"	13628.76	265166
	"Columbia County, NY"	"36021"	14271.84	144636
	"Cortland County, NY"	"36023"	13630.83	108477
	"Delaware County, NY"	"36025"	13774.70	289272
	"Dutchess County, NY"	"36027"	14562.98	204901
	"Erie County, NY"	"36029"	13842.57	204901
	"Essex County, NY"	"36031"	13652.36	421855
	"Franklin County, NY"	"36033"	13130.09	385696
	"Fulton County, NY"	"36035"	14193.42	120530
	"Genesee County, NY"	"36037"	14525.80	108477
	"Greene County, NY"	"36039"	14236.93	156689
	"Hamilton County, NY"	"36041"	13530.47	409802
	"Herkimer County, NY"	"36043"	13566.86	337484
	"Jefferson County, NY"	"36045"	13749.90	301325
	"Kings County, NY"	"36047"	16509.32	12053
	"Lewis County, NY"	"36049"	13405.76	289272
	"Livingston County, NY"	"36051"	13598.48	132583
	"Madison County, NY"	"36053"	13726.14	120530
	"Monroe County, NY"	"36055"	15198.14	144636
	"Montgomery County, NY"	"36057"	14230.87	96424
	"Nassau County, NY"	"36059"	16465.82	60265
	"New York County, NY"	"36061"	16237.04	12053
	"Niagara County, NY"	"36063"	15234.31	84371
	"Oneida County, NY"	"36065"	13716.46	277219
	"Onondaga County, NY"	"36067"	13680.24	204901
	"Ontario County, NY"	"36069"	13747.38	144636
	"Orange County, NY"	"36071"	14641.77	192848
	"Orleans County, NY"	"36073"	15363.02	96424
	"Oswego County, NY"	"36075"	13830.73	229007
	"Otsego County, NY"	"36077"	13811.44	229007
	"Putnam County, NY"	"36079"	14662.73	48212
	"Queens County, NY"	"36081"	16525.61	12053
	"Rensselaer County, NY"	"36083"	13889.22	156689
	"Richmond County, NY"	"36085"	15729.30	12053
	"Rockland County, NY"	"36087"	14938.66	36159
	"St. Lawrence County, NY"	"36089"	13335.28	626756
	"Saratoga County, NY"	"36091"	14131.68	180795
	"Schenectady County, NY"	"36093"	14250.77	48212
	"Schoharie County, NY"	"36095"	14145.09	120530
	"Schuyler County, NY"	"36097"	13596.36	84371
	"Seneca County, NY"	"36099"	13662.80	84371
	"Steuben County, NY"	"36101"	13740.66	313378
	"Suffolk County, NY"	"36103"	16303.96	216954
	"Sullivan County, NY"	"36105"	14409.60	216954
	"Tioga County, NY"	"36107"	13710.81	84371
	"Tompkins County, NY"	"36109"	13598.89	120530
	"Ulster County, NY"	"36111"	14536.64	229007
	"Warren County, NY"	"36113"	13959.57	204901
	"Washington County, NY"	"36115"	13763.65	192848
	"Wayne County, NY"	"36117"	14608.21	132583
	"Westchester County, NY"	"36119"	15136.59	108477
	"Wyoming County, NY"	"36121"	13769.64	144636
	"Yates County, NY"	"36123"	13702.68	72318
	"Alamance County, NC"	"37001"	16357.00	72318
	"Alexander County, NC"	"37003"	16360.97	48212
	"Alleghany County, NC"	"37005"	15909.32	72318
	"Anson County, NC"	"37007"	16759.50	96424
	"Ashe County, NC"	"37009"	15724.05	96424
	"Avery County, NC"	"37011"	15869.70	48212
	"Beaufort County, NC"	"37013"	16565.49	168742
	"Bertie County, NC"	"37015"	16241.19	156689
	"Bladen County, NC"	"37017"	16692.34	168742
	"Brunswick County, NC"	"37019"	17802.63	168742
	"Buncombe County, NC"	"37021"	16347.56	108477
	"Burke County, NC"	"37023"	16397.72	108477
	"Cabarrus County, NC"	"37025"	16602.00	60265
	"Caldwell County, NC"	"37027"	16285.49	96424
	"Camden County, NC"	"37029"	16397.66	36159
	"Carteret County, NC"	"37031"	18141.80	84371
	"Caswell County, NC"	"37033"	16196.64	72318
	"Catawba County, NC"	"37035"	16607.51	96424
	"Chatham County, NC"	"37037"	16442.10	144636
	"Cherokee County, NC"	"37039"	16020.15	96424
	"Chowan County, NC"	"37041"	16539.51	48212
	"Clay County, NC"	"37043"	16091.45	24106
	"Cleveland County, NC"	"37045"	16734.78	108477
	"Columbus County, NC"	"37047"	16903.00	180795
	"Craven County, NC"	"37049"	16672.40	96424
	"Cumberland County, NC"	"37051"	16504.77	132583
	"Currituck County, NC"	"37053"	17418.58	36159
	"Dare County, NC"	"37055"	17977.30	60265
	"Davidson County, NC"	"37057"	16501.20	144636
	"Davie County, NC"	"37059"	16451.14	48212
	"Duplin County, NC"	"37061"	16427.11	132583
	"Durham County, NC"	"37063"	16277.56	72318
	"Edgecombe County, NC"	"37065"	16167.15	96424
	"Forsyth County, NC"	"37067"	16326.43	96424
	"Franklin County, NC"	"37069"	16149.30	96424
	"Gaston County, NC"	"37071"	16717.64	60265
	"Gates County, NC"	"37073"	16053.90	60265
	"Graham County, NC"	"37075"	15848.29	60265
	"Granville County, NC"	"37077"	16187.35	84371
	"Greene County, NC"	"37079"	16243.31	60265
	"Guilford County, NC"	"37081"	16334.90	144636
	"Halifax County, NC"	"37083"	16125.07	132583
	"Harnett County, NC"	"37085"	16393.37	96424
	"Haywood County, NC"	"37087"	16117.10	120530
	"Henderson County, NC"	"37089"	16592.13	84371
	"Hertford County, NC"	"37091"	16106.38	48212
	"Hoke County, NC"	"37093"	16578.94	60265
	"Hyde County, NC"	"37095"	16948.37	132583
	"Iredell County, NC"	"37097"	16502.31	108477
	"Jackson County, NC"	"37099"	16192.52	96424
	"Johnston County, NC"	"37101"	16315.88	156689
	"Jones County, NC"	"37103"	16599.12	96424
	"Lee County, NC"	"37105"	16403.90	72318
	"Lenoir County, NC"	"37107"	16332.60	96424
	"Lincoln County, NC"	"37109"	16643.43	48212
	"McDowell County, NC"	"37111"	16457.61	96424
	"Macon County, NC"	"37113"	16279.46	96424
	"Madison County, NC"	"37115"	15797.69	96424
	"Martin County, NC"	"37117"	16245.69	84371
	"Mecklenburg County, NC"	"37119"	16686.35	108477
	"Mitchell County, NC"	"37121"	15811.75	36159
	"Montgomery County, NC"	"37123"	16606.53	108477
	"Moore County, NC"	"37125"	16482.70	144636
	"Nash County, NC"	"37127"	16147.04	96424
	"New Hanover County, NC"	"37129"	17871.64	36159
	"Northampton County, NC"	"37131"	16080.31	108477
	"Onslow County, NC"	"37133"	17127.85	132583
	"Orange County, NC"	"37135"	16335.47	72318
	"Pamlico County, NC"	"37137"	16935.53	72318
	"Pasquotank County, NC"	"37139"	16434.06	36159
	"Pender County, NC"	"37141"	16909.51	168742
	"Perquimans County, NC"	"37143"	16347.29	60265
	"Person County, NC"	"37145"	16211.12	72318
	"Pitt County, NC"	"37147"	16300.61	120530
	"Polk County, NC"	"37149"	16725.86	48212
	"Randolph County, NC"	"37151"	16475.47	144636
	"Richmond County, NC"	"37153"	16669.13	84371
	"Robeson County, NC"	"37155"	16755.60	192848
	"Rockingham County, NC"	"37157"	16213.63	96424
	"Rowan County, NC"	"37159"	16574.38	96424
	"Rutherford County, NC"	"37161"	16639.44	120530
	"Sampson County, NC"	"37163"	16469.02	204901
	"Scotland County, NC"	"37165"	16679.50	60265
	"Stanly County, NC"	"37167"	16702.98	96424
	"Stokes County, NC"	"37169"	16261.51	96424
	"Surry County, NC"	"37171"	16230.90	96424
	"Swain County, NC"	"37173"	15982.07	108477
	"Transylvania County, NC"	"37175"	16558.63	72318
	"Tyrrell County, NC"	"37177"	16594.69	96424
	"Union County, NC"	"37179"	16796.60	108477
	"Vance County, NC"	"37181"	16170.95	60265
	"Wake County, NC"	"37183"	16282.70	180795
	"Warren County, NC"	"37185"	16166.94	60265
	"Washington County, NC"	"37187"	16299.65	72318
	"Watauga County, NC"	"37189"	15815.85	60265
	"Wayne County, NC"	"37191"	16278.64	108477
	"Wilkes County, NC"	"37193"	16244.52	156689
	"Wilson County, NC"	"37195"	16229.98	72318
	"Yadkin County, NC"	"37197"	16361.57	72318
	"Yancey County, NC"	"37199"	15934.05	60265
	"Adams County, ND"	"38001"	14939.35	192848
	"Barnes County, ND"	"38003"	14513.28	397749
	"Benson County, ND"	"38005"	14426.91	313378
	"Billings County, ND"	"38007"	14685.24	289272
	"Bottineau County, ND"	"38009"	14344.47	470067
	"Bowman County, ND"	"38011"	14957.58	192848
	"Burke County, ND"	"38013"	14340.06	313378
	"Burleigh County, ND"	"38015"	14737.89	397749
	"Cass County, ND"	"38017"	14446.77	421855
	"Cavalier County, ND"	"38019"	14021.59	409802
	"Dickey County, ND"	"38021"	14647.92	253113
	"Divide County, ND"	"38023"	14301.00	301325
	"Dunn County, ND"	"38025"	14568.15	458014
	"Eddy County, ND"	"38027"	14436.91	144636
	"Emmons County, ND"	"38029"	14754.14	361590
	"Foster County, ND"	"38031"	14455.52	144636
	"Golden Valley County, ND"	"38033"	14690.39	241060
	"Grand Forks County, ND"	"38035"	14283.18	409802
	"Grant County, ND"	"38037"	14826.12	397749
	"Griggs County, ND"	"38039"	14488.35	144636
	"Hettinger County, ND"	"38041"	14846.76	253113
	"Kidder County, ND"	"38043"	14694.35	361590
	"LaMoure County, ND"	"38045"	14554.14	289272
	"Logan County, ND"	"38047"	14670.93	253113
	"McHenry County, ND"	"38049"	14480.64	421855
	"McIntosh County, ND"	"38051"	14764.31	168742
	"McKenzie County, ND"	"38053"	14543.77	638809
	"McLean County, ND"	"38055"	14580.57	614703
	"Mercer County, ND"	"38057"	14565.49	253113
	"Morton County, ND"	"38059"	14755.71	458014
	"Mountrail County, ND"	"38061"	14461.33	445961
	"Nelson County, ND"	"38063"	14345.31	277219
	"Oliver County, ND"	"38065"	14714.27	156689
	"Pembina County, ND"	"38067"	14009.77	301325
	"Pierce County, ND"	"38069"	14428.00	216954
	"Ramsey County, ND"	"38071"	14323.23	325431
	"Ransom County, ND"	"38073"	14471.88	216954
	"Renville County, ND"	"38075"	14363.67	168742
	"Richland County, ND"	"38077"	14380.20	337484
	"Rolette County, ND"	"38079"	14233.88	241060
	"Sargent County, ND"	"38081"	14445.70	216954
	"Sheridan County, ND"	"38083"	14502.72	216954
	"Sioux County, ND"	"38085"	14858.64	180795
	"Slope County, ND"	"38087"	14848.33	301325
	"Stark County, ND"	"38089"	14746.88	325431
	"Steele County, ND"	"38091"	14449.91	144636
	"Stutsman County, ND"	"38093"	14549.18	578544
	"Towner County, ND"	"38095"	14134.29	241060
	"Traill County, ND"	"38097"	14395.39	180795
	"Walsh County, ND"	"38099"	14179.91	229007
	"Ward County, ND"	"38101"	14439.61	506226
	"Wells County, ND"	"38103"	14448.91	313378
	"Williams County, ND"	"38105"	14483.14	494173
	"Adams County, OH"	"39001"	14925.33	120530
	"Allen County, OH"	"39003"	14489.14	96424
	"Ashland County, OH"	"39005"	14324.71	84371
	"Ashtabula County, OH"	"39007"	14075.35	168742
	"Athens County, OH"	"39009"	14689.67	96424
	"Auglaize County, OH"	"39011"	14576.39	72318
	"Belmont County, OH"	"39013"	14254.02	96424
	"Brown County, OH"	"39015"	14927.65	84371
	"Butler County, OH"	"39017"	14821.12	108477
	"Carroll County, OH"	"39019"	14183.42	96424
	"Champaign County, OH"	"39021"	14722.54	96424
	"Clark County, OH"	"39023"	14793.47	72318
	"Clermont County, OH"	"39025"	14957.75	96424
	"Clinton County, OH"	"39027"	14874.26	84371
	"Columbiana County, OH"	"39029"	14072.37	96424
	"Coshocton County, OH"	"39031"	14352.40	132583
	"Crawford County, OH"	"39033"	14315.11	72318
	"Cuyahoga County, OH"	"39035"	13989.00	108477
	"Darke County, OH"	"39037"	14740.67	144636
	"Defiance County, OH"	"39039"	14467.71	60265
	"Delaware County, OH"	"39041"	14465.20	108477
	"Erie County, OH"	"39043"	15850.05	72318
	"Fairfield County, OH"	"39045"	14658.38	120530
	"Fayette County, OH"	"39047"	14849.05	96424
	"Franklin County, OH"	"39049"	14601.45	132583
	"Fulton County, OH"	"39051"	14418.41	96424
	"Gallia County, OH"	"39053"	14890.75	120530
	"Geauga County, OH"	"39055"	14163.55	84371
	"Greene County, OH"	"39057"	14812.91	96424
	"Guernsey County, OH"	"39059"	14318.91	108477
	"Hamilton County, OH"	"39061"	14914.33	60265
	"Hancock County, OH"	"39063"	14413.44	84371
	"Hardin County, OH"	"39065"	14450.17	132583
	"Harrison County, OH"	"39067"	14260.39	84371
	"Henry County, OH"	"39069"	14417.65	120530
	"Highland County, OH"	"39071"	14865.17	120530
	"Hocking County, OH"	"39073"	14776.64	84371
	"Holmes County, OH"	"39075"	14309.71	48212
	"Huron County, OH"	"39077"	15912.01	96424
	"Jackson County, OH"	"39079"	14908.61	72318
	"Jefferson County, OH"	"39081"	14181.06	108477
	"Knox County, OH"	"39083"	14391.60	120530
	"Lake County, OH"	"39085"	14121.62	36159
	"Lawrence County, OH"	"39087"	14909.07	96424
	"Licking County, OH"	"39089"	14515.60	156689
	"Logan County, OH"	"39091"	14569.37	96424
	"Lorain County, OH"	"39093"	15570.20	132583
	"Lucas County, OH"	"39095"	14397.83	84371
	"Madison County, OH"	"39097"	14778.29	84371
	"Mahoning County, OH"	"39099"	14046.49	108477
	"Marion County, OH"	"39101"	14314.95	72318
	"Medina County, OH"	"39103"	14504.93	96424
	"Meigs County, OH"	"39105"	14744.35	72318
	"Mercer County, OH"	"39107"	14674.55	72318
	"Miami County, OH"	"39109"	14693.70	96424
	"Monroe County, OH"	"39111"	14252.19	84371
	"Montgomery County, OH"	"39113"	14682.29	72318
	"Morgan County, OH"	"39115"	14583.57	60265
	"Morrow County, OH"	"39117"	14370.70	96424
	"Muskingum County, OH"	"39119"	14489.13	132583
	"Noble County, OH"	"39121"	14366.60	84371
	"Ottawa County, OH"	"39123"	14504.80	36159
	"Paulding County, OH"	"39125"	14483.43	72318
	"Perry County, OH"	"39127"	14644.37	84371
	"Pickaway County, OH"	"39129"	14701.64	72318
	"Pike County, OH"	"39131"	14885.48	72318
	"Portage County, OH"	"39133"	14144.58	108477
	"Preble County, OH"	"39135"	14803.43	48212
	"Putnam County, OH"	"39137"	14445.99	96424
	"Richland County, OH"	"39139"	14311.80	120530
	"Ross County, OH"	"39141"	14828.32	168742
	"Sandusky County, OH"	"39143"	14623.46	84371
	"Scioto County, OH"	"39145"	14940.57	144636
	"Seneca County, OH"	"39147"	14796.70	96424
	"Shelby County, OH"	"39149"	14632.35	84371
	"Stark County, OH"	"39151"	14169.49	108477
	"Summit County, OH"	"39153"	14103.74	96424
	"Trumbull County, OH"	"39155"	14012.32	144636
	"Tuscarawas County, OH"	"39157"	14248.40	120530
	"Union County, OH"	"39159"	14513.96	84371
	"Van Wert County, OH"	"39161"	14540.57	84371
	"Vinton County, OH"	"39163"	14843.50	84371
	"Warren County, OH"	"39165"	14818.21	108477
	"Washington County, OH"	"39167"	14482.25	180795
	"Wayne County, OH"	"39169"	14251.43	144636
	"Williams County, OH"	"39171"	14464.07	108477
	"Wood County, OH"	"39173"	14396.41	156689
	"Wyandot County, OH"	"39175"	14349.72	84371
	"Adair County, OK"	"40001"	16207.46	96424
	"Alfalfa County, OK"	"40003"	17092.86	144636
	"Atoka County, OK"	"40005"	16634.81	229007
	"Beaver County, OK"	"40007"	17775.87	385696
	"Beckham County, OK"	"40009"	17814.80	168742
	"Blaine County, OK"	"40011"	17308.97	180795
	"Bryan County, OK"	"40013"	16942.08	156689
	"Caddo County, OK"	"40015"	17437.62	229007
	"Canadian County, OK"	"40017"	17185.80	180795
	"Carter County, OK"	"40019"	17149.02	132583
	"Cherokee County, OK"	"40021"	16278.76	168742
	"Choctaw County, OK"	"40023"	16686.49	144636
	"Cimarron County, OK"	"40025"	18346.09	385696
	"Cleveland County, OK"	"40027"	17074.03	108477
	"Coal County, OK"	"40029"	16690.84	96424
	"Comanche County, OK"	"40031"	17638.20	229007
	"Cotton County, OK"	"40033"	17721.88	144636
	"Craig County, OK"	"40035"	16331.69	144636
	"Creek County, OK"	"40037"	16600.28	216954
	"Custer County, OK"	"40039"	17483.48	216954
	"Delaware County, OK"	"40041"	16237.00	156689
	"Dewey County, OK"	"40043"	17395.17	144636
	"Ellis County, OK"	"40045"	17633.84	241060
	"Garfield County, OK"	"40047"	17013.68	241060
	"Garvin County, OK"	"40049"	17059.62	180795
	"Grady County, OK"	"40051"	17287.29	289272
	"Grant County, OK"	"40053"	16923.11	180795
	"Greer County, OK"	"40055"	17892.27	132583
	"Harmon County, OK"	"40057"	18005.67	108477
	"Harper County, OK"	"40059"	17459.28	204901
	"Haskell County, OK"	"40061"	16475.48	132583
	"Hughes County, OK"	"40063"	16672.95	144636
	"Jackson County, OK"	"40065"	17975.29	168742
	"Jefferson County, OK"	"40067"	17527.28	156689
	"Johnston County, OK"	"40069"	16931.47	132583
	"Kay County, OK"	"40071"	16790.02	180795
	"Kingfisher County, OK"	"40073"	17149.17	180795
	"Kiowa County, OK"	"40075"	17734.40	168742
	"Latimer County, OK"	"40077"	16443.56	156689
	"Le Flore County, OK"	"40079"	16342.86	325431
	"Lincoln County, OK"	"40081"	16791.79	192848
	"Logan County, OK"	"40083"	16992.92	120530
	"Love County, OK"	"40085"	17318.87	108477
	"McClain County, OK"	"40087"	17084.37	96424
	"McCurtain County, OK"	"40089"	16495.91	325431
	"McIntosh County, OK"	"40091"	16592.57	108477
	"Major County, OK"	"40093"	17222.29	229007
	"Marshall County, OK"	"40095"	17166.48	72318
	"Mayes County, OK"	"40097"	16357.44	120530
	"Murray County, OK"	"40099"	16939.14	72318
	"Muskogee County, OK"	"40101"	16463.73	192848
	"Noble County, OK"	"40103"	16852.41	204901
	"Nowata County, OK"	"40105"	16429.14	144636
	"Okfuskee County, OK"	"40107"	16647.71	132583
	"Oklahoma County, OK"	"40109"	17008.56	144636
	"Okmulgee County, OK"	"40111"	16559.63	132583
	"Osage County, OK"	"40113"	16622.42	494173
	"Ottawa County, OK"	"40115"	16178.95	108477
	"Pawnee County, OK"	"40117"	16693.95	108477
	"Payne County, OK"	"40119"	16785.69	96424
	"Pittsburg County, OK"	"40121"	16545.24	265166
	"Pontotoc County, OK"	"40123"	16787.91	144636
	"Pottawatomie County, OK"	"40125"	16891.19	168742
	"Pushmataha County, OK"	"40127"	16399.29	301325
	"Roger Mills County, OK"	"40129"	17708.79	241060
	"Rogers County, OK"	"40131"	16443.03	180795
	"Seminole County, OK"	"40133"	16766.54	108477
	"Sequoyah County, OK"	"40135"	16345.09	120530
	"Stephens County, OK"	"40137"	17389.98	180795
	"Texas County, OK"	"40139"	18070.59	385696
	"Tillman County, OK"	"40141"	17897.02	180795
	"Tulsa County, OK"	"40143"	16518.06	72318
	"Wagoner County, OK"	"40145"	16427.90	120530
	"Washington County, OK"	"40147"	16502.14	60265
	"Washita County, OK"	"40149"	17613.34	216954
	"Woods County, OK"	"40151"	17270.62	277219
	"Woodward County, OK"	"40153"	17427.20	265166
	"Baker County, OR"	"41001"	16090.06	735233
	"Benton County, OR"	"41003"	14829.25	180795
	"Clackamas County, OR"	"41005"	15062.03	482120
	"Clatsop County, OR"	"41007"	14063.95	204901
	"Columbia County, OR"	"41009"	13778.83	168742
	"Coos County, OR"	"41011"	15934.00	349537
	"Crook County, OR"	"41013"	16366.91	614703
	"Curry County, OR"	"41015"	16495.81	337484
	"Deschutes County, OR"	"41017"	16490.80	674968
	"Douglas County, OR"	"41019"	15983.44	1084770
	"Gilliam County, OR"	"41021"	15753.66	325431
	"Grant County, OR"	"41023"	16003.38	988346
	"Harney County, OR"	"41025"	16829.69	2205699
	"Hood River County, OR"	"41027"	15834.00	108477
	"Jackson County, OR"	"41029"	17109.17	650862
	"Jefferson County, OR"	"41031"	15962.09	482120
	"Josephine County, OR"	"41033"	17022.57	361590
	"Klamath County, OR"	"41035"	17489.54	1301724
	"Lake County, OR"	"41037"	17174.09	1880268
	"Lane County, OR"	"41039"	15560.06	1072717
	"Lincoln County, OR"	"41041"	14991.24	216954
	"Linn County, OR"	"41043"	15083.73	518279
	"Malheur County, OR"	"41045"	16664.64	2253911
	"Marion County, OR"	"41047"	14744.52	265166
	"Morrow County, OR"	"41049"	15494.93	470067
	"Multnomah County, OR"	"41051"	14193.62	108477
	"Polk County, OR"	"41053"	14594.24	192848
	"Sherman County, OR"	"41055"	15970.16	168742
	"Tillamook County, OR"	"41057"	14447.94	253113
	"Umatilla County, OR"	"41059"	15203.29	735233
	"Union County, OR"	"41061"	15458.57	433908
	"Wallowa County, OR"	"41063"	15280.23	723180
	"Wasco County, OR"	"41065"	15840.41	518279
	"Washington County, OR"	"41067"	14213.49	180795
	"Wheeler County, OR"	"41069"	15808.90	397749
	"Yamhill County, OR"	"41071"	14451.70	132583
	"Adams County, PA"	"42001"	14783.99	96424
	"Allegheny County, PA"	"42003"	14055.53	144636
