Demographic Data Report for United States by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2011-2015 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US (of 3141 counties)
"San Joaquin County, California",06077,59946.000000000,"1,196"
"Lackawanna County, Pennsylvania",42069,59955.000000000,"1,195"
"Ripley County, Indiana",18137,59967.000000000,"1,194"
"Humboldt County, Iowa",19091,59972.000000000,"1,193"
"Clark County, Nevada",32003,59993.000000000,"1,192"
"Sherman County, Texas",48421,60000.000000000,"1,190"
"Stafford County, Kansas",20185,60000.000000000,"1,190"
"Dorchester County, Maryland",24019,60012.000000000,"1,189"
"Bradford County, Pennsylvania",42015,60037.000000000,"1,188"
"Lincoln County, Missouri",29113,60047.000000000,"1,187"
"Bernalillo County, New Mexico",35001,60050.000000000,"1,185"
"DeKalb County, Indiana",18033,60050.000000000,"1,185"
"Whiteside County, Illinois",17195,60057.000000000,"1,184"
"Franklin County, Indiana",18047,60062.000000000,"1,183"
"Green Lake County, Wisconsin",55047,60068.000000000,"1,181"
"Louisa County, Iowa",19115,60068.000000000,"1,181"
"Plumas County, California",06063,60077.000000000,"1,180"
"Winnebago County, Iowa",19189,60086.000000000,"1,179"
"Sumter County, Florida",12119,60099.000000000,"1,178"
"Merrick County, Nebraska",31121,60110.000000000,"1,177"
"Charlevoix County, Michigan",26029,60113.000000000,"1,176"
"Leon County, Texas",48289,60121.000000000,"1,175"
"Nobles County, Minnesota",27105,60127.000000000,"1,174"
"Ida County, Iowa",19093,60133.000000000,"1,173"
"Boise County, Idaho",16015,60134.000000000,"1,172"
"Davie County, North Carolina",37059,60137.000000000,"1,171"
"Forsyth County, North Carolina",37067,60148.000000000,"1,170"
"Victoria County, Texas",48469,60161.000000000,"1,169"
"Rock County, Nebraska",31149,60163.000000000,"1,168"
"Wyandot County, Ohio",39175,60167.000000000,"1,167"
"Grant County, South Dakota",46051,60169.000000000,"1,166"
"Ness County, Kansas",20135,60170.000000000,"1,165"
"Holmes County, Ohio",39075,60183.000000000,"1,164"
"Lycoming County, Pennsylvania",42081,60191.000000000,"1,163"
"DeKalb County, Georgia",13089,60203.000000000,"1,162"
"Cheyenne County, Kansas",20023,60217.000000000,"1,161"
"Fall River County, South Dakota",46047,60230.000000000,"1,160"
"Douglas County, Georgia",13097,60243.000000000,"1,159"
"Ohio County, West Virginia",54069,60247.000000000,"1,158"
"LaFourche Parish, Louisiana",22057,60263.000000000,"1,157"
"Dawes County, Nebraska",31045,60267.000000000,"1,156"
"Chase County, Nebraska",31029,60278.000000000,"1,155"
"Caroline County, Maryland",24011,60299.000000000,"1,154"
"Panola County, Texas",48365,60311.000000000,"1,153"
"Berkeley County, South Carolina",45015,60312.000000000,"1,152"
"Henry County, Iowa",19087,60335.000000000,"1,151"
"Nez Perce County, Idaho",16069,60341.000000000,"1,150"
"Oklahoma County, Oklahoma",40109,60346.000000000,"1,149"
"Ochiltree County, Texas",48357,60357.000000000,"1,148"
"Androscoggin County, Maine",23001,60363.000000000,"1,147"
"Jefferson County, Alabama",01073,60367.000000000,"1,146"
"Wayne County, Ohio",39169,60378.000000000,"1,145"
"Davidson County, Tennessee",47037,60398.000000000,"1,144"
"Brevard County, Florida",12009,60408.000000000,"1,143"
"Carroll County, Indiana",18015,60411.000000000,"1,142"
"Allen County, Indiana",18003,60421.000000000,"1,141"
"Hamilton County, Iowa",19079,60427.000000000,"1,140"
"Christian County, Missouri",29043,60435.000000000,"1,138"
"Davison County, South Dakota",46035,60435.000000000,"1,138"
"Robertson County, Tennessee",47147,60448.000000000,"1,137"
"Clallam County, Washington",53009,60461.000000000,"1,136"
"Champaign County, Ohio",39021,60462.000000000,"1,135"
"Noble County, Oklahoma",40103,60471.000000000,"1,134"
"Marion County, Kansas",20115,60477.000000000,"1,133"
"Otsego County, New York",36077,60490.000000000,"1,132"
"Marquette County, Michigan",26103,60492.000000000,"1,131"
"Teton County, Montana",30099,60500.000000000,"1,130"
"Watauga County, North Carolina",37189,60515.000000000,"1,129"
"Page County, Iowa",19145,60519.000000000,"1,128"
"Adams County, Illinois",17001,60544.000000000,"1,127"
"Douglas County, Wisconsin",55031,60549.000000000,"1,126"
"Cuyahoga County, Ohio",39035,60554.000000000,"1,125"
"Carteret County, North Carolina",37031,60560.000000000,"1,124"
"Lake County, Indiana",18089,60576.000000000,"1,123"
"Camden County, Georgia",13039,60581.000000000,"1,122"
"Limestone County, Alabama",01083,60588.000000000,"1,121"
"Beaver County, Utah",49001,60613.000000000,"1,120"
"Lake County, Minnesota",27075,60634.000000000,"1,119"
"Tipton County, Tennessee",47167,60639.000000000,"1,118"
"Hamilton County, New York",36041,60650.000000000,"1,117"
"Gibson County, Indiana",18051,60675.000000000,"1,116"
"Mesa County, Colorado",08077,60676.000000000,"1,115"
"Grant County, Oklahoma",40053,60682.000000000,"1,113"
"Stanton County, Nebraska",31167,60682.000000000,"1,113"
"Hampton City, Virginia",51650,60693.000000000,"1,112"
"Nelson County, Virginia",51125,60699.000000000,"1,111"
"Franklin County, Missouri",29071,60722.000000000,"1,110"
"Pointe Coupee Parish, Louisiana",22077,60729.000000000,"1,109"
"Mitchell County, Texas",48335,60733.000000000,"1,108"
"Hutchinson County, South Dakota",46067,60734.000000000,"1,107"
"Madison County, Montana",30057,60739.000000000,"1,105"
"Northwest Arctic Borough, Alaska",02188,60739.000000000,"1,105"
"Macon County, Illinois",17115,60745.000000000,"1,104"
"Knox County, Maine",23013,60749.000000000,"1,103"
"Alfalfa County, Oklahoma",40003,60767.000000000,"1,102"
"Lincoln County, North Carolina",37109,60810.000000000,"1,101"
"Rock County, Wisconsin",55105,60820.000000000,"1,100"
"Kennebec County, Maine",23011,60866.000000000,"1,099"
"Bennington County, Vermont",50003,60869.000000000,"1,098"
"Redwood County, Minnesota",27127,60872.000000000,"1,097"
"Grayson County, Texas",48181,60873.000000000,"1,096"
"Kiowa County, Kansas",20097,60900.000000000,"1,095"
"Dewey County, Oklahoma",40043,60901.000000000,"1,094"
"Scott County, Illinois",17171,60905.000000000,"1,093"
"Yamhill County, Oregon",41071,60909.000000000,"1,092"
"Mariposa County, California",06043,60921.000000000,"1,091"
"Wayne County, Pennsylvania",42127,60924.000000000,"1,090"
"Bon Homme County, South Dakota",46009,60947.000000000,"1,089"
"Colfax County, Nebraska",31037,60956.000000000,"1,088"
"Ford County, Illinois",17053,60965.000000000,"1,087"
"Guthrie County, Iowa",19077,61006.000000000,"1,086"
"Walton County, Georgia",13297,61012.000000000,"1,085"
"Hancock County, Maine",23009,61014.000000000,"1,084"
"St. Clair County, Alabama",01115,61031.000000000,"1,083"
"Pinellas County, Florida",12103,61036.000000000,"1,082"
"Llano County, Texas",48299,61069.000000000,"1,081"
"Jackson County, Missouri",29095,61076.000000000,"1,080"
"Coconino County, Arizona",04005,61083.000000000,"1,079"
"Staunton City, Virginia",51790,61097.000000000,"1,078"
"Hardin County, Kentucky",21093,61110.000000000,"1,076"
"Union County, Pennsylvania",42119,61110.000000000,"1,076"
"Washington County, Texas",48477,61118.000000000,"1,075"
"Oneida County, Wisconsin",55085,61125.000000000,"1,074"
"Kosciusko County, Indiana",18085,61127.000000000,"1,073"
"Pendleton County, Kentucky",21191,61133.000000000,"1,072"
"Winkler County, Texas",48495,61140.000000000,"1,071"
"Lee County, Alabama",01081,61141.000000000,"1,070"
"Manatee County, Florida",12081,61149.000000000,"1,069"
"Schuyler County, New York",36097,61155.000000000,"1,068"
"Big Stone County, Minnesota",27011,61168.000000000,"1,067"
"Howard County, Iowa",19089,61172.000000000,"1,066"
"Audubon County, Iowa",19009,61224.000000000,"1,065"
"Johnson County, Missouri",29101,61236.000000000,"1,063"
"St. James Parish, Louisiana",22093,61236.000000000,"1,063"
"Pike County, Georgia",13231,61243.000000000,"1,062"
"Ellsworth County, Kansas",20053,61250.000000000,"1,061"
"Hillsborough County, Florida",12057,61262.000000000,"1,060"
"Worth County, Iowa",19195,61265.000000000,"1,059"
"Hawaii County, Hawaii",15001,61268.000000000,"1,058"
"Crow Wing County, Minnesota",27035,61279.000000000,"1,057"
"Coke County, Texas",48081,61315.000000000,"1,056"
"Cherry County, Nebraska",31031,61321.000000000,"1,055"
"Brazos County, Texas",48041,61324.000000000,"1,054"
"Grant County, Wisconsin",55043,61343.000000000,"1,053"
"Washington County, New York",36115,61344.000000000,"1,052"
"Plaquemines Parish, Louisiana",22075,61345.000000000,"1,051"
"Burleson County, Texas",48051,61360.000000000,"1,050"
"Pepin County, Wisconsin",55091,61361.000000000,"1,049"
"Putnam County, Indiana",18133,61371.000000000,"1,048"
"White County, Indiana",18181,61394.000000000,"1,047"
"Kearny County, Kansas",20093,61403.000000000,"1,046"
"Polk County, Wisconsin",55095,61404.000000000,"1,044"
"Swift County, Minnesota",27151,61404.000000000,"1,044"
"Randolph County, Illinois",17157,61410.000000000,"1,043"
"Franklin County, Kansas",20059,61437.000000000,"1,042"
"Chelan County, Washington",53007,61464.000000000,"1,041"
"Chickasaw County, Iowa",19037,61472.000000000,"1,039"
"Grady County, Oklahoma",40051,61472.000000000,"1,039"
"Clay County, Nebraska",31035,61510.000000000,"1,037"
"Meade County, South Dakota",46093,61510.000000000,"1,037"
"Millard County, Utah",49027,61538.000000000,"1,036"
"Pawnee County, Kansas",20145,61540.000000000,"1,035"
"Cooke County, Texas",48097,61547.000000000,"1,034"
"Campbell County, South Dakota",46021,61563.000000000,"1,032"
"Stark County, Illinois",17175,61563.000000000,"1,032"
"Gaines County, Texas",48165,61581.000000000,"1,031"
"Yates County, New York",36123,61588.000000000,"1,030"
"Dixon County, Nebraska",31051,61591.000000000,"1,028"
"Madison County, Nebraska",31119,61591.000000000,"1,028"
"Carbon County, Utah",49007,61600.000000000,"1,027"
"Buffalo County, Wisconsin",55011,61607.000000000,"1,026"
"Macoupin County, Illinois",17117,61629.000000000,"1,025"
"Northumberland County, Virginia",51133,61633.000000000,"1,024"
"Calhoun County, South Carolina",45017,61640.000000000,"1,023"
"Marshall County, Iowa",19127,61662.000000000,"1,022"
"Banner County, Nebraska",31007,61667.000000000,"1,021"
"Jefferson Parish, Louisiana",22051,61691.000000000,"1,020"
"Erie County, Ohio",39043,61704.000000000,"1,019"
"Rockingham County, Virginia",51165,61718.000000000,"1,018"
"Grant County, Minnesota",27051,61726.000000000,"1,017"
"Clay County, South Dakota",46027,61737.000000000,"1,016"
"Allegan County, Michigan",26005,61753.000000000,"1,015"
"Watonwan County, Minnesota",27165,61773.000000000,"1,014"
"Roger Mills County, Oklahoma",40129,61774.000000000,"1,013"
"Lonoke County, Arkansas",05085,61788.000000000,"1,012"
"Broward County, Florida",12011,61809.000000000,"1,010"
"Tulsa County, Oklahoma",40143,61809.000000000,"1,010"
"Jones County, Georgia",13169,61813.000000000,"1,009"
"Wyoming County, Pennsylvania",42131,61832.000000000,"1,008"
"Franklin County, Kentucky",21073,61840.000000000,"1,007"
"Oneida County, New York",36065,61842.000000000,"1,006"
"Morrow County, Ohio",39117,61843.000000000,"1,005"
"Burt County, Nebraska",31021,61846.000000000,"1,004"
"St. Clair County, Michigan",26147,61848.000000000,"1,003"
"Lapeer County, Michigan",26087,61849.000000000,"1,002"
"Beaver County, Oklahoma",40007,61875.000000000,"1,000"
"Grant County, North Dakota",38037,61875.000000000,"1,000"
"Kearney County, Nebraska",31099,61880.000000000,"999"
"Hamilton County, Tennessee",47065,61887.000000000,"998"
"Fayette County, Texas",48149,61892.000000000,"997"
"Rock Island County, Illinois",17161,61895.000000000,"996"
"Walsh County, North Dakota",38099,61907.000000000,"995"
"Augusta County, Virginia",51015,61913.000000000,"994"
"Kent County, Texas",48263,61932.000000000,"993"
"Wayne County, New York",36117,61933.000000000,"992"
"Norman County, Minnesota",27107,61941.000000000,"991"
"Osage County, Kansas",20139,61972.000000000,"990"
"Lincoln County, Wisconsin",55069,61974.000000000,"989"
"Walworth County, South Dakota",46129,62000.000000000,"988"
"Deschutes County, Oregon",41017,62013.000000000,"987"
"Nassau County, Florida",12089,62014.000000000,"986"
"Morgan County, Illinois",17137,62023.000000000,"985"
"Beadle County, South Dakota",46005,62024.000000000,"984"
"Box Elder County, Utah",49003,62043.000000000,"983"
"Perry County, Missouri",29157,62049.000000000,"982"
"Suffolk County, Massachusetts",25025,62050.000000000,"981"
"Park County, Montana",30067,62067.000000000,"980"
"Coffee County, Alabama",01031,62075.000000000,"979"
"Norton County, Kansas",20137,62105.000000000,"978"
"Jefferson County, Washington",53031,62118.000000000,"977"
"Moody County, South Dakota",46101,62125.000000000,"976"
"Clay County, Texas",48077,62201.000000000,"975"
"Harris County, Texas",48201,62210.000000000,"974"
"Sullivan County, New York",36105,62222.000000000,"973"
"Lincoln County, Maine",23015,62227.000000000,"972"
"Monroe County, Wisconsin",55081,62244.000000000,"971"
"Ohio County, Indiana",18115,62246.000000000,"970"
"Carter County, Montana",30011,62250.000000000,"969"
"Gage County, Nebraska",31067,62251.000000000,"968"
"Wabash County, Illinois",17185,62257.000000000,"967"
"Baldwin County, Alabama",01003,62271.000000000,"966"
"Lincoln County, Kansas",20105,62273.000000000,"965"
"Jackson County, Georgia",13157,62285.000000000,"964"
"Walla Walla County, Washington",53071,62309.000000000,"963"
"Calhoun County, Texas",48057,62319.000000000,"962"
"Chaffee County, Colorado",08015,62336.000000000,"961"
"Hampden County, Massachusetts",25013,62350.000000000,"960"
"Fredericksburg City, Virginia",51630,62361.000000000,"959"
"Martin County, Minnesota",27091,62397.000000000,"958"
"Lake of the Woods County, Minnesota",27077,62411.000000000,"957"
"Lafayette County, Mississippi",28071,62416.000000000,"956"
"Hudson County, New Jersey",34017,62436.000000000,"954"
"Morrison County, Minnesota",27097,62436.000000000,"954"
"Lincoln County, Nebraska",31111,62439.000000000,"953"
"Monterey County, California",06053,62441.000000000,"952"
"Carroll County, New Hampshire",33003,62468.000000000,"951"
"Hamlin County, South Dakota",46057,62478.000000000,"950"
"Carbon County, Montana",30009,62500.000000000,"947"
"Cuming County, Nebraska",31039,62500.000000000,"947"
"Sheridan County, Kansas",20179,62500.000000000,"947"
"Broome County, New York",36007,62558.000000000,"946"
"Barber County, Kansas",20007,62583.000000000,"945"
"Lamar County, Mississippi",28073,62615.000000000,"944"
"Yellow Medicine County, Minnesota",27173,62639.000000000,"943"
"Pratt County, Kansas",20151,62641.000000000,"942"
"Clay County, Kansas",20027,62665.000000000,"941"
"Ingham County, Michigan",26065,62674.000000000,"940"
"Los Angeles County, California",06037,62703.000000000,"939"
"Uinta County, Wyoming",56041,62720.000000000,"938"
"Cheatham County, Tennessee",47021,62737.000000000,"937"
"Fillmore County, Nebraska",31059,62741.000000000,"936"
"Miami County, Ohio",39109,62745.000000000,"935"
"Loup County, Nebraska",31115,62750.000000000,"934"
"Middlesex County, Virginia",51119,62819.000000000,"933"
"Lafayette County, Wisconsin",55065,62833.000000000,"932"
"Houston County, Georgia",13153,62835.000000000,"931"
"Rock County, Minnesota",27133,62885.000000000,"930"
"Salem City, Virginia",51775,62903.000000000,"929"
"Rice County, Kansas",20159,62904.000000000,"928"
"Custer County, South Dakota",46033,62909.000000000,"927"
"Jerauld County, South Dakota",46073,62917.000000000,"926"
"Warren County, Indiana",18171,62931.000000000,"925"
"Jefferson County, Kentucky",21111,62932.000000000,"924"
"Sanborn County, South Dakota",46111,62935.000000000,"923"
"Edwards County, Texas",48137,62969.000000000,"922"
"Beaverhead County, Montana",30001,62974.000000000,"921"
"Rutland County, Vermont",50021,62989.000000000,"920"
"Black Hawk County, Iowa",19013,63011.000000000,"919"
"McDonough County, Illinois",17109,63068.000000000,"918"
"Becker County, Minnesota",27005,63070.000000000,"917"
"Ray County, Missouri",29177,63074.000000000,"916"
"Bureau County, Illinois",17011,63101.000000000,"915"
"Providence County, Rhode Island",44007,63103.000000000,"914"
"Pickens County, Georgia",13227,63106.000000000,"913"
"Iredell County, North Carolina",37097,63109.000000000,"912"
"Baylor County, Texas",48023,63125.000000000,"910"
"Cheyenne County, Colorado",08017,63125.000000000,"910"
"Grant County, Kansas",20067,63141.000000000,"909"
"Harrison County, Indiana",18061,63206.000000000,"908"
"Wicomico County, Maryland",24045,63231.000000000,"907"
"Moore County, North Carolina",37125,63254.000000000,"906"
"Stevens County, Kansas",20189,63255.000000000,"905"
"Wells County, North Dakota",38103,63267.000000000,"904"
"Berkeley County, West Virginia",54003,63304.000000000,"903"
"Bond County, Illinois",17005,63306.000000000,"902"
"Sussex County, Delaware",10005,63311.000000000,"901"
"Yankton County, South Dakota",46135,63314.000000000,"900"
"Greenville County, South Carolina",45045,63319.000000000,"899"
"Jersey County, Illinois",17083,63342.000000000,"898"
"Oconto County, Wisconsin",55083,63356.000000000,"897"
"Tama County, Iowa",19171,63379.000000000,"896"
"Charles City County, Virginia",51036,63384.000000000,"895"
"Hettinger County, North Dakota",38041,63393.000000000,"893"
"Kidder County, North Dakota",38043,63393.000000000,"893"
"Spokane County, Washington",53063,63402.000000000,"892"
"Cerro Gordo County, Iowa",19033,63408.000000000,"891"
"Tippecanoe County, Indiana",18157,63409.000000000,"890"
"Dunn County, Wisconsin",55033,63450.000000000,"889"
"Wood County, Wisconsin",55141,63461.000000000,"888"
"Wells County, Indiana",18179,63470.000000000,"887"
"Lee County, Texas",48287,63482.000000000,"886"
"Waupaca County, Wisconsin",55135,63490.000000000,"885"
"Traverse County, Minnesota",27155,63500.000000000,"884"
"Kane County, Utah",49025,63532.000000000,"883"
"Renville County, Minnesota",27129,63562.000000000,"882"
"Boone County, Nebraska",31011,63569.000000000,"881"
"Dare County, North Carolina",37055,63586.000000000,"880"
"Butler County, Nebraska",31023,63592.000000000,"879"
"Warren County, Missouri",29219,63607.000000000,"878"
"Kalamazoo County, Michigan",26077,63609.000000000,"877"
"Jasper County, Indiana",18073,63610.000000000,"876"
"Manitowoc County, Wisconsin",55071,63645.000000000,"875"
"Colonial Heights City, Virginia",51570,63657.000000000,"874"
"Butler County, Iowa",19023,63710.000000000,"873"
"Monroe County, Indiana",18105,63712.000000000,"872"
"Kankakee County, Illinois",17091,63716.000000000,"871"
"Riverside County, California",06065,63737.000000000,"870"
"East Baton Rouge Parish, Louisiana",22033,63744.000000000,"869"
"Lake County, Colorado",08065,63750.000000000,"866"
"Sac County, Iowa",19161,63750.000000000,"866"
"Sweet Grass County, Montana",30097,63750.000000000,"866"
"Whitley County, Indiana",18183,63755.000000000,"865"
"Major County, Oklahoma",40093,63770.000000000,"864"
"Sedgwick County, Kansas",20173,63779.000000000,"863"
"Marshall County, South Dakota",46091,63792.000000000,"862"
"Roseau County, Minnesota",27135,63811.000000000,"861"
"La Salle County, Illinois",17099,63812.000000000,"860"
"Goliad County, Texas",48175,63814.000000000,"859"
"Crockett County, Texas",48105,63827.000000000,"858"
"Custer County, Montana",30017,63841.000000000,"857"
"Logan County, Nebraska",31113,63864.000000000,"856"
"Aleutians East Borough, Alaska",02013,63913.000000000,"855"
"Pierce County, North Dakota",38069,63915.000000000,"854"
"Lea County, New Mexico",35025,63943.000000000,"853"
"Cayuga County, New York",36011,63969.000000000,"852"
"Seneca County, New York",36099,63975.000000000,"851"
"Richland County, South Carolina",45079,63994.000000000,"850"
"Shelby County, Indiana",18145,64000.000000000,"849"
"Waller County, Texas",48473,64004.000000000,"848"
"Bandera County, Texas",48019,64008.000000000,"847"
"Whitman County, Washington",53075,64016.000000000,"846"
"Polk County, Oregon",41053,64035.000000000,"845"
"Greene County, New York",36039,64058.000000000,"844"
"Mitchell County, Iowa",19131,64078.000000000,"843"
"Latah County, Idaho",16057,64079.000000000,"842"
"Muscatine County, Iowa",19139,64083.000000000,"841"
"Emmet County, Iowa",19063,64085.000000000,"840"
"Wyoming County, New York",36121,64100.000000000,"839"
"Wagoner County, Oklahoma",40145,64107.000000000,"838"
"Cook County, Minnesota",27031,64120.000000000,"837"
"Ellis County, Kansas",20051,64131.000000000,"836"
"Osceola County, Iowa",19143,64133.000000000,"835"
"Haskell County, Kansas",20081,64141.000000000,"834"
"Bullitt County, Kentucky",21029,64153.000000000,"832"
"Clark County, Indiana",18019,64153.000000000,"832"
"St. Clair County, Illinois",17163,64168.000000000,"831"
"Chippewa County, Minnesota",27023,64179.000000000,"830"
"Morgan County, Indiana",18109,64188.000000000,"829"
"Columbia County, Oregon",41009,64189.000000000,"828"
"Hardin County, Texas",48199,64192.000000000,"827"
"Beckham County, Oklahoma",40009,64199.000000000,"826"
"Logan County, Illinois",17107,64246.000000000,"825"
"Kent County, Delaware",10001,64252.000000000,"824"
"Henry County, Ohio",39069,64253.000000000,"823"
"Daniels County, Montana",30019,64286.000000000,"822"
"Mower County, Minnesota",27099,64330.000000000,"821"
"Benton County, Minnesota",27009,64343.000000000,"820"
"Lancaster County, Virginia",51103,64345.000000000,"819"
"Johnson County, Wyoming",56019,64351.000000000,"818"
"Clinton County, New York",36019,64371.000000000,"817"
"Chippewa County, Wisconsin",55017,64388.000000000,"816"
"Windham County, Vermont",50025,64394.000000000,"815"
"Hancock County, Iowa",19081,64403.000000000,"814"
"Lincoln County, Minnesota",27081,64429.000000000,"813"
"Box Butte County, Nebraska",31013,64447.000000000,"812"
"Sarasota County, Florida",12115,64449.000000000,"811"
"Ector County, Texas",48135,64450.000000000,"810"
"Queens County, New York",36081,64475.000000000,"809"
"Gosper County, Nebraska",31073,64479.000000000,"808"
"Lafayette County, Missouri",29107,64480.000000000,"807"
"Genesee County, New York",36037,64483.000000000,"806"
"Turner County, South Dakota",46125,64484.000000000,"805"
"Emmet County, Michigan",26047,64487.000000000,"803"
"Lassen County, California",06035,64487.000000000,"803"
"Trego County, Kansas",20195,64500.000000000,"802"
"Trempealeau County, Wisconsin",55121,64510.000000000,"801"
"Pennington County, South Dakota",46103,64523.000000000,"800"
"Franklin County, Pennsylvania",42055,64527.000000000,"799"
"Lorain County, Ohio",39093,64543.000000000,"798"
"Teton County, Idaho",16081,64545.000000000,"797"
"Logan County, Kansas",20109,64561.000000000,"796"
"Clay County, Iowa",19041,64563.000000000,"795"
"Surry County, Virginia",51181,64575.000000000,"794"
"Faulkner County, Arkansas",05045,64583.000000000,"793"
"Ottawa County, Ohio",39123,64597.000000000,"792"
"Nelson County, North Dakota",38063,64598.000000000,"791"
"DeWitt County, Texas",48123,64602.000000000,"790"
"Jefferson County, Missouri",29099,64639.000000000,"789"
"Mercer County, Illinois",17131,64649.000000000,"788"
"Jackson County, Minnesota",27063,64663.000000000,"787"
"Sauk County, Wisconsin",55111,64671.000000000,"786"
"Schoharie County, New York",36095,64673.000000000,"785"
"Fremont County, Wyoming",56013,64694.000000000,"784"
"Barry County, Michigan",26015,64724.000000000,"783"
"Santa Fe County, New Mexico",35049,64734.000000000,"782"
"Lac qui Parle County, Minnesota",27073,64738.000000000,"781"
"Maricopa County, Arizona",04013,64751.000000000,"780"
"Houston County, Minnesota",27055,64754.000000000,"779"
"Clinton County, Missouri",29049,64760.000000000,"778"
"Benton County, Arkansas",05007,64767.000000000,"777"
"Shelby County, Iowa",19165,64782.000000000,"776"
"Douglas County, Illinois",17041,64795.000000000,"775"
"Knox County, Tennessee",47093,64798.000000000,"774"
"Lamoille County, Vermont",50015,64810.000000000,"773"
"Jackson County, Kansas",20085,64820.000000000,"772"
"Door County, Wisconsin",55029,64832.000000000,"771"
"Eddy County, North Dakota",38027,64833.000000000,"770"
"Otoe County, Nebraska",31131,64838.000000000,"769"
"Osage County, Missouri",29151,64847.000000000,"768"
"Shawnee County, Kansas",20177,64869.000000000,"767"
"Riley County, Kansas",20161,64906.000000000,"766"
"St. Louis County, Minnesota",27137,64913.000000000,"765"
"Sumner County, Kansas",20191,64934.000000000,"764"
"Dorchester County, South Carolina",45035,64936.000000000,"763"
"Kingman County, Kansas",20095,64967.000000000,"762"
"Kossuth County, Iowa",19109,64974.000000000,"761"
"Marshall County, Illinois",17123,64984.000000000,"760"
"Pennington County, Minnesota",27113,64985.000000000,"759"
"Fulton County, Ohio",39051,64991.000000000,"758"
"Eddy County, New Mexico",35015,64996.000000000,"757"
"Cortland County, New York",36023,65019.000000000,"756"
"Weber County, Utah",49057,65065.000000000,"755"
"Alachua County, Florida",12001,65088.000000000,"754"
"Wabaunsee County, Kansas",20197,65091.000000000,"753"
"Fremont County, Iowa",19071,65109.000000000,"752"
"Chemung County, New York",36015,65135.000000000,"751"
"Harrison County, Iowa",19085,65147.000000000,"750"
"Mitchell County, Kansas",20123,65188.000000000,"749"
"Wise County, Texas",48497,65196.000000000,"748"
"Dawson County, Montana",30021,65208.000000000,"747"
"Lee County, Illinois",17103,65213.000000000,"746"
"Summit County, Ohio",39153,65215.000000000,"745"
"Sacramento County, California",06067,65239.000000000,"744"
"Hood River County, Oregon",41027,65250.000000000,"743"
"Orange County, Vermont",50017,65270.000000000,"742"
"Skagit County, Washington",53057,65272.000000000,"741"
"Sterling County, Texas",48431,65273.000000000,"740"
"Niagara County, New York",36063,65275.000000000,"739"
"Cherokee County, Iowa",19035,65276.000000000,"738"
"Pottawattamie County, Iowa",19155,65286.000000000,"737"
"Kent County, Michigan",26081,65290.000000000,"736"
"Pecos County, Texas",48371,65335.000000000,"735"
"Otter Tail County, Minnesota",27111,65365.000000000,"734"
"Harvey County, Kansas",20079,65378.000000000,"732"
"Kandiyohi County, Minnesota",27067,65378.000000000,"732"
"Autauga County, Alabama",01001,65397.000000000,"731"
"Beaver County, Pennsylvania",42007,65401.000000000,"730"
"Lane County, Kansas",20101,65417.000000000,"728"
"Mineral County, Colorado",08079,65417.000000000,"728"
"Saline County, Arkansas",05125,65438.000000000,"727"
"Clinton County, Iowa",19045,65441.000000000,"726"
"Kittitas County, Washington",53037,65462.000000000,"725"
"Missoula County, Montana",30063,65463.000000000,"724"
"Elmore County, Alabama",01051,65560.000000000,"723"
"Calhoun County, Illinois",17013,65573.000000000,"722"
"Johnson County, Texas",48251,65585.000000000,"721"
"Brookings County, South Dakota",46011,65591.000000000,"720"
"Crawford County, Illinois",17033,65613.000000000,"719"
"Kingsbury County, South Dakota",46077,65614.000000000,"718"
"Perry County, Pennsylvania",42099,65621.000000000,"717"
"Gunnison County, Colorado",08051,65625.000000000,"716"
"Pierce County, Nebraska",31139,65643.000000000,"715"
"Kingfisher County, Oklahoma",40073,65650.000000000,"714"
"Jo Daviess County, Illinois",17085,65659.000000000,"713"
"Lebanon County, Pennsylvania",42075,65676.000000000,"712"
"Hand County, South Dakota",46059,65694.000000000,"711"
"Washoe County, Nevada",32031,65698.000000000,"710"
"Hancock County, Ohio",39063,65725.000000000,"709"
"Cole County, Missouri",29051,65776.000000000,"708"
"York County, Nebraska",31185,65785.000000000,"707"
"Peoria County, Illinois",17143,65788.000000000,"706"
"Howard County, Nebraska",31093,65795.000000000,"705"
"Red Lake County, Minnesota",27125,65893.000000000,"704"
"Anderson County, Kentucky",21005,65895.000000000,"703"
"Essex County, New York",36031,65902.000000000,"702"
"Palm Beach County, Florida",12099,65914.000000000,"701"
"Spencer County, Indiana",18147,65924.000000000,"700"
"Perkins County, Nebraska",31135,65972.000000000,"699"
"Dawson County, Georgia",13085,66024.000000000,"698"
"Clark County, South Dakota",46025,66027.000000000,"697"
"Yoakum County, Texas",48501,66034.000000000,"696"
"Okaloosa County, Florida",12091,66043.000000000,"695"
"Lawrence County, South Dakota",46081,66067.000000000,"694"
"Fayette County, Tennessee",47047,66097.000000000,"693"
"Marathon County, Wisconsin",55073,66112.000000000,"692"
"Washakie County, Wyoming",56043,66113.000000000,"691"
"Effingham County, Illinois",17049,66123.000000000,"690"
"LaMoure County, North Dakota",38045,66140.000000000,"689"
"Gray County, Kansas",20069,66154.000000000,"687"
"Phelps County, Nebraska",31137,66154.000000000,"687"
"Franklin County, Ohio",39049,66155.000000000,"686"
